Commit,Date,Author,Feature Files,Total Lines,Message
810de0b,2018-01-21 07:11:06,Jayson Smith,150,431,Update changelog
1e8b01c,2018-01-21 07:18:03,Jayson Smith,150,431,Fix Layout/DotPosition
2439189,2018-01-21 07:24:05,Jayson Smith,150,431,Update changelog
5c04368,2018-01-21 07:26:23,Jayson Smith,150,437,"Fix Layout/EmptyLineAfterMagicComment
- fixed with auto flag"
1bceb3d,2018-01-21 07:43:42,Jayson Smith,150,437,Fix tests
d8fa7a8,2018-01-21 07:44:51,Jayson Smith,150,437,Update changelog
7057de8,2018-01-21 07:48:30,Jayson Smith,150,431,Add Rubocop to default Rake task.
9d7578b,2018-01-21 07:56:46,Jayson Smith,150,431,Disable Layout/EndOfLine for appveyor
26d1e3d,2018-01-21 08:01:11,Jayson Smith,150,431,Fix Layout/EmptyLineBetweenDefs
aff10ee,2018-01-21 08:03:37,Jayson Smith,150,431,Update Changelog
130a862,2018-01-21 08:04:15,Jayson Smith,150,431,Update Changelog
2aa8b1a,2018-01-21 13:25:10,Olle Jonsson,150,431,"Merge pull request #1257 from cucumber/1021-empty-lines-between-defs

Fix Layout/EmptyLineBetweenDef"
e4a939c,2018-01-21 15:11:43,Jayson Smith,150,431,"Merge pull request #1250 from cucumber/1021-ordered-gems

Fix Bundler/OrderedGems"
5e5833d,2018-01-21 21:12:27,Björn Rasmusson,150,431,"Merge #1244 'Fix incompatible encodings error in JUnit formatter'

Also update Changelog.md."
716a7bb,2018-01-22 12:42:45,Jayson Smith,150,431,Merge branch 'master' into 1021-ordered-dependencies
86a9541,2018-01-22 12:45:02,Jayson Smith,150,431,"Merge pull request #1252 from cucumber/1021-required-ruby-version

Fix Gemspec/RequiredRubyVersion"
325fb71,2018-01-22 12:47:03,Jayson Smith,150,431,Merge branch 'master' into 1021-ordered-dependencies
36ac761,2018-01-22 12:47:18,Jayson Smith,150,431,"Merge pull request #1251 from cucumber/1021-ordered-dependencies

Fix Ordered/Dependencies"
c34c07f,2018-01-22 12:47:58,Jayson Smith,150,431,Merge branch 'master' into 1021-block-end-newline
aab3969,2018-01-22 12:48:09,Jayson Smith,150,431,"Merge pull request #1253 from cucumber/1021-block-end-newline

Fix Layout/BlockEndNewline"
dadf088,2018-01-22 12:48:41,Jayson Smith,150,431,Merge branch 'master' into 1021-dot-position
a3f8481,2018-01-22 12:48:53,Jayson Smith,150,431,"Merge pull request #1254 from cucumber/1021-dot-position

Fix Layout/DotPosition"
48d423d,2018-01-22 12:49:58,Jayson Smith,150,437,Merge branch 'master' into 1021-empty-line-after-magic-comment
588b8ba,2018-01-22 12:52:15,Jayson Smith,150,431,Fix gemspec dependency
fef3bd3,2018-01-22 12:54:37,Jayson Smith,150,437,Fix double dependency
8ee538c,2018-01-22 12:56:07,Jayson Smith,150,431,Merge branch 'master' into 1021-add-rubocop-to-rake
d450c6f,2018-01-22 13:00:00,Jayson Smith,150,431,Fix rubocop
c9a1c45,2018-01-22 13:06:43,Jayson Smith,150,431,"Revert ""Fix Layout/DotPosition"""
cc54b5c,2018-01-22 21:24:49,Jayson Smith,150,437,"Merge pull request #1255 from cucumber/1021-empty-line-after-magic-comment

Fix Layout/EmptyLineAfte"
81b29b4,2018-01-22 21:25:25,Jayson Smith,150,437,Merge branch 'master' into 1021-add-rubocop-to-rake
2fb4c3e,2018-01-22 21:25:55,Jayson Smith,150,437,Merge branch 'master' into revert-1254-1021-dot-position
7146745,2018-01-23 00:28:51,Jayson Smith,150,437,Move output check to feature file
dfc5813,2018-01-23 00:32:27,Jayson Smith,150,437,Update not tag usage
7eb0bef,2018-01-23 00:35:00,Jayson Smith,150,437,Tag update again
cfba2de,2018-01-23 01:14:29,Björn Rasmusson,150,437,"Merge #1259 'Move JUnit Formatter test from spec to feature'

Also update Changelog.md."
3da5aed,2018-01-23 01:30:02,Jayson Smith,150,437,Merge branch 'master' into 1021-add-rubocop-to-rake
22b7b49,2018-01-23 01:40:00,Jayson Smith,150,437,"Merge pull request #1256 from cucumber/1021-add-rubocop-to-rake

Add Rubocop to default Rake task"
1271628,2018-01-23 01:47:23,Jayson Smith,150,437,"Merge pull request #1258 from cucumber/revert-1254-1021-dot-position

Revert ""Fix Layout/DotPosition"
74f2d3c,2018-01-23 02:31:38,Jayson Smith,150,437,Fix Layout/DotPosition
ecf4be3,2018-01-23 02:36:38,Jayson Smith,150,437,Remove changelog duplicates
1915439,2018-01-23 02:43:26,Jayson Smith,150,437,"Merge pull request #1261 from cucumber/1021-dot-position

Fix Layout/DotPosition"
8d019b5,2018-01-24 06:09:15,Jayson Smith,150,437,"Fix:
- Layout/EmptyLines
- Layout/EmptyLinesAroundAccessModifier
- Layout/EmptyLinesAroundArguments
"
d0e0c61,2018-01-24 06:14:44,Jayson Smith,150,437,Update changelog for #1262
76ec95a,2018-01-24 06:28:21,Jayson Smith,150,437,"Fix Layout/EmptyLinesAroundBlockBody
- Also adjusted json spec tests to continue passing"
a693cbe,2018-01-24 06:30:44,Jayson Smith,150,437,Update changelog with 1263
a3ec0f3,2018-01-24 06:33:30,Jayson Smith,150,437,"Layout/EmptyLinesAroundClassBody
- Fixed with auto flag"
1b8aa12,2018-01-24 06:35:10,Jayson Smith,150,437,Update changelog with 1264
dd16376,2018-01-24 06:42:57,Jayson Smith,150,430,"Fix Layout/EmptyLinesAroundModuleBody
- Fixed with auto"
9a12a42,2018-01-24 06:44:39,Jayson Smith,150,430,Update changelog with 1266
1e90b00,2018-01-24 06:48:49,Jayson Smith,150,437,"Fix Layout/ExtraSpacing
- Auto fixed"
edc393a,2018-01-24 06:50:22,Jayson Smith,150,437,Update changelog with 1267
e7d736a,2018-01-24 07:43:06,Jayson Smith,150,430,Fix Layout/IndentArray & Layout/IndentHash
8cb9c57,2018-01-24 07:45:06,Jayson Smith,150,430,Update changelog with 1268
d3ba76e,2018-01-24 08:22:25,Jayson Smith,150,437,"Fix Layout/IndentHeredoc, Layout/IndentationConsistency,  Layout/IndentationWidth, and violations fr"
51f7cb9,2018-01-24 08:26:14,Jayson Smith,150,437,Update changelog with 1269
50ae900,2018-01-24 08:42:07,Jayson Smith,150,430,Fix Layout/LeadingCommentSpace auto
bd7028d,2018-01-24 09:01:13,Jayson Smith,150,430,Update changelog to add 1270
c8e48bd,2018-01-24 12:26:45,Jayson Smith,150,437,"Fix
- Layout/MultilineArrayBraceLayout
- Layout/MultilineBlockLayout
- Layout/MultilineMethodCallBra"
1eec8eb,2018-01-24 12:29:39,Jayson Smith,150,437,Update changelog to add 1271
3f63fe0,2018-01-24 14:19:52,Olle Jonsson,150,437,"Merge pull request #1267 from cucumber/1021-ExtraSpacing

Fix Layout/ExtraSpacing"
5bbdd7b,2018-01-24 22:39:50,Jayson Smith,150,430,Merge branch 'master' into 1021-LeadingCommentSpace
d0b20d5,2018-01-24 22:53:56,Jayson Smith,150,430,"Merge pull request #1270 from cucumber/1021-LeadingCommentSpace

Fix Layout/LeadingCommentSpace auto"
68fe729,2018-01-24 23:01:30,Jayson Smith,150,437,Merge branch 'master' into 1021-IndentArray
c719369,2018-01-24 23:05:31,Jayson Smith,150,430,Merge branch 'master' into 1021-empty-lines-around-block-body
72053a9,2018-01-24 23:06:04,Jayson Smith,150,430,Merge branch 'master' into 1021-emptylines-1
4f927d5,2018-01-24 23:06:43,Jayson Smith,150,437,Merge branch 'master' into 1021-emptylines-2
b9274ee,2018-01-25 06:06:29,Jayson Smith,150,430,"Merge pull request #1262 from cucumber/1021-emptylines-1

Fix: Layout/EmptyLines, ...AroundAccessMod"
78a196e,2018-01-25 06:07:47,Jayson Smith,150,430,Merge branch 'master' into 1021-empty-lines-around-block-body
050e62e,2018-01-25 11:21:05,Jayson Smith,150,430,"Merge pull request #1263 from cucumber/1021-empty-lines-around-block-body

Fix Layout/EmptyLinesArou"
477b916,2018-01-25 11:22:13,Jayson Smith,150,437,Merge branch 'master' into 1021-emptylines-2
5fc1741,2018-01-25 11:26:19,Jayson Smith,150,430,Update hash syntax
e1ec1a7,2018-01-25 11:27:46,Jayson Smith,150,430,Merge branch '1021-IndentArray' of https://github.com/cucumber/cucumber-ruby into 1021-IndentArray
60ad0f0,2018-01-25 11:29:21,Jayson Smith,150,430,Merge branch 'master' into 1021-IndentArray
1cff9f9,2018-01-25 11:30:35,Jayson Smith,150,437,"Merge pull request #1266 from cucumber/1021-emptylines-2

Fix Layout/EmptyLinesAroundModuleBody"
6585ed1,2018-01-25 11:31:52,Jayson Smith,150,439,Merge branch 'master' into 1021-linesaroundclassbody
9804677,2018-01-25 11:32:55,Jayson Smith,150,430,Merge branch 'master' into 1021-IndentArray
cf1041e,2018-01-25 11:44:03,Jayson Smith,150,437,"Fix Layout/SpaceAfterComma
- fixed with auto"
a90476b,2018-01-25 11:49:41,Jayson Smith,150,437,"Fix Layout/SpaceAroundEqualsInParameterDefault & Layout/SpaceAroundKeyword plus other violations
- F"
178d8b4,2018-01-25 11:52:52,Jayson Smith,150,437,Update changelog to add 1273
a467ab6,2018-01-25 11:53:48,Jayson Smith,150,437,Update changelog to add 1272
4130c80,2018-01-25 11:55:06,Jayson Smith,150,437,Merge branch 'master' into 1021-multiline-fixes
48b3a48,2018-01-25 21:30:54,Jayson Smith,150,430,"Merge pull request #1268 from cucumber/1021-IndentArray

Fix Layout/IndentArray & Layout/IndentHash"
238a516,2018-01-25 21:31:48,Jayson Smith,150,430,Merge branch 'master' into 1021-SpaceAround-1
b912eb2,2018-01-25 21:46:47,Jayson Smith,150,430,Merge branch 'master' into 1021-Layout/SpaceAfterComma
3faed2c,2018-01-25 21:47:18,Jayson Smith,150,430,"Merge pull request #1273 from cucumber/1021-SpaceAround-1

Fix Layout/SpaceAroundEqualsInParameterDe"
02c827c,2018-01-25 21:50:01,Jayson Smith,150,430,Merge branch 'master' into 1021-Layout/SpaceAfterComma
50164e3,2018-01-25 22:38:02,Jayson Smith,150,430,Fix merge issues breaking Rubocop
76ff748,2018-01-25 22:53:51,Jayson Smith,150,430,"Merge pull request #1272 from cucumber/1021-Layout/SpaceAfterComma

Fix Layout/SpaceAfterComma"
0ba4be9,2018-01-25 22:54:50,Jayson Smith,150,430,Merge branch 'master' into 1021-linesaroundclassbody
fe8761e,2018-01-25 23:33:29,Jayson Smith,150,430,"Merge pull request #1264 from cucumber/1021-linesaroundclassbody

Fix Layout/EmptyLinesAroundClassBo"
a5e2e6a,2018-01-25 23:50:17,Jayson Smith,150,430,Merge master into 1021-indenting
782c241,2018-01-25 23:57:20,Jayson Smith,150,430,Cleanup!
81215ad,2018-01-26 00:19:54,Jayson Smith,150,430,Fix tab
65e638b,2018-01-26 00:42:45,Jayson Smith,150,437,Change layout
4e6afd2,2018-01-26 00:47:26,Jayson Smith,150,430,Merge master
b9cf506,2018-01-26 01:06:05,Jayson Smith,150,430,Update todo to fix merge things
187b6cc,2018-01-26 01:11:01,Jayson Smith,150,430,"Merge pull request #1271 from cucumber/1021-multiline-fixes

Fix Multiline Violations: Braces, Block"
9d689b6,2018-01-26 01:12:18,Jayson Smith,150,430,Merge branch 'master' into 1021-indenting
7337ca3,2018-02-11 03:16:05,Jayson Smith,150,430,"Fix Layout/Space cops: around operators and before block braces
- Layout/SpaceAroundOperators
- Layo"
039b5f1,2018-02-11 03:21:09,Jayson Smith,150,430,"Fix Spacing before comma, in lambda, and array literal brackets
- Layout/SpaceBeforeComma
- Layout/S"
9fb2de0,2018-02-12 21:42:01,Jayson Smith,150,430,Update changelog
133cc40,2018-02-12 21:45:27,Jayson Smith,150,430,Update Changelog to add 1276
fd5bb06,2018-02-12 21:51:23,Jayson Smith,150,430,Update spacing for prettiness and changelog
debe5d3,2018-02-12 21:55:12,Jayson Smith,150,430,"Merge pull request #1269 from cucumber/1021-indenting

Fix Layout/IndentHeredoc, Consistency, Indent"
30ceab6,2018-02-12 22:16:37,Jayson Smith,150,430,Fix merge conflicts
70b7018,2018-02-12 23:18:31,Jayson Smith,150,430,"Merge pull request #1276 from cucumber/1021-SpaceAroundOperators

Fix Layout/Space cops: around oper"
2790345,2018-02-12 23:20:52,Jayson Smith,150,430,Merge branch 'master' into 1021-spacework2
19c9507,2018-02-13 02:07:02,Jayson Smith,150,430,"Merge pull request #1277 from cucumber/1021-spacework2

Fix Spacing before comma, in lambda, and arr"
5e52421,2018-03-03 12:44:16,Andrew Walter,150,430,README: Remove Ruby 2.1 from supported platforms.
de35272,2018-03-03 12:52:28,Andrew Walter,150,430,Added instructions for Ruby 2.1 support.
439e338,2018-03-06 01:18:19,Andrew Walter,150,430,"Removed instructions for Ruby 2.1 support, as 2.1 is very old."
8126236,2018-03-06 01:50:54,Olle Jonsson,150,430,"Merge pull request #1282 from xtrasimplicity/Feature/RemoveRuby2.1FromReadme

README: Remove Ruby 2."
4fa52b5,2018-03-31 10:28:11,Andrew,150,430,Fixed lengthy stacktrace when running `cucumber -f stepdefs` when steps aren't defined (#1286)
2ec8f5c,2018-03-31 10:32:41,Andrew,150,430,Improve HTML formatting when `frozen_string_literal` is enabled and the `Syntax` gem is not installe
95c3513,2018-03-31 10:35:38,Andrew,150,430,Updated changelog
4022ac7,2018-04-04 10:57:55,Aslak Hellesøy,150,430,Upgrade cucumber-expressions. Remove Gemfile.lock.
8d56e4e,2018-04-04 11:07:08,Aslak Hellesøy,150,430,Add CI build for Ruby 2.5. Update patch versions.
132ae25,2018-04-16 12:04:50,Andrew,150,430,README: Added links to additional documentation (#1289)
0f7d951,2018-04-21 18:32:52,Björn Rasmusson,150,430,"Fix console_issues.rb with respect to flaky test cases

The #ok? instance methods of Core::Test::Res"
130949b,2018-04-22 00:26:08,Larry Reaves,150,437,"Make --fail-fast play nice with --retry (#1283)

* Make --fail-fast play nice with --retry

* adde"
f917bcc,2018-04-22 00:27:07,Björn Rasmusson,150,437,Attribution #1283
0cbe42c,2018-04-22 01:36:57,Matt Wynne,150,437,Remove signposts to old docs
d87e33b,2018-05-11 11:59:27,Andrew,150,437,Add Ruby 2.5 to Readme
63461a2,2018-05-11 12:13:39,Andrew Walter,150,437,Updating Changelog
967e399,2018-05-11 13:22:31,Andrew Walter,150,437,Request release Karma
6ba33de,2018-05-11 13:44:01,Andrew Walter,150,437,Increment version to 3.1.1
c78e465,2018-05-11 13:47:24,Andrew,150,437,Changelog: Removed duplication. Added fenced code.
3d3be97,2018-05-11 16:33:43,Andrew Walter,150,437,Updated changelog
22d2e2e,2018-05-11 16:54:32,Aslak Hellesøy,150,437,"Merge pull request #1297 from xtrasimplicity/RequestReleaseKarma

Request release Karma"
bddaaed,2018-05-18 15:08:56,Aslak Hellesøy,150,437,"Exclude formatting changes from changelog

Changelog should only contain entries change behaviour in"
0883f46,2018-05-30 18:24:12,Aslak Hellesøy,150,437,Upgrade gherkin and cucumber expressions
f1ce07b,2018-06-03 14:31:21,Andrew Walter,150,437,CI: Switch JRuby to CircleCI image from Alpine.
4cc1fe2,2018-06-03 14:41:23,Andrew Walter,150,437,Updated changelog
c1a6dc4,2018-06-03 14:47:05,Andrew,150,437,"Merge pull request #1299 from cucumber/gherkin-5.1.0-cukexp-6.0.0

Upgrade gherkin and cucumber expr"
67ae52d,2018-06-03 14:51:31,Andrew Walter,150,437,Merge branch 'master' into release/PrepareMay2018Release
0c3a9bf,2018-06-03 14:58:24,Andrew,150,437,"Merge pull request #1296 from xtrasimplicity/release/PrepareMay2018Release

Release v3.1.1"
7529b8e,2018-06-03 14:59:36,Andrew,150,437,Update CHANGELOG.md
9e7e822,2018-06-03 15:01:02,Andrew Walter,150,437,Release 3.1.1
00c684c,2018-06-14 05:16:53,Jayson Smith,150,438,"Fix spacing inside array percent literals and block braces
- Layout/SpaceInsideArrayPercentLiteral
-"
92a2967,2018-06-14 05:26:41,Jayson Smith,150,437,Handle other rubocop errors and hopefully fix ansi_escapes
ab5dc5a,2018-06-14 05:35:07,Jayson Smith,150,437,"Merge pull request #1278 from cucumber/1021-fixspacing3

Fix spacing inside array percent literals a"
5b1210f,2018-06-14 19:33:33,Aslak Hellesøy,150,430,Support ParameterType with empty capture group. cucumber-expressions 6.0.1.
b1c3137,2018-07-13 02:12:45,Olle Jonsson,150,430,CircleCI: use jruby-9.2.0.0
819cdc8,2018-07-13 02:29:03,Olle Jonsson,150,430,"Merge pull request #1307 from olleolleolle/ci-use-jruby-92

CircleCI: use jruby-9.2.0.0"
87d1436,2018-07-13 17:50:23,Björn Rasmusson,150,430,"Change to use the gherkin step location in the Json formatter.

For test steps from scenario outline"
7ba2138,2018-07-13 17:57:48,Björn Rasmusson,150,430,Upgrade to cucumber-core 3.2.0
d881475,2018-07-13 18:31:43,Björn Rasmusson,150,430,"Merge #1243 'Change to use the gherkin step location in the Json formatter'

Also update Changelog.m"
029567b,2018-07-13 18:39:54,Björn Rasmusson,150,430,Release 3.1.2
c45aa7f,2018-07-13 23:10:49,Björn Rasmusson,150,430,Update the Changelog.md for the next development cycle
9008c86,2018-07-13 23:15:00,Björn Rasmusson,150,430,Remove the html formatter
9589e9d,2018-07-13 23:15:39,Björn Rasmusson,150,430,"Sanitize feature files and the pretty spec

Sanitize them so they do not rely on the Pretty Formatte"
5ce7599,2018-07-13 23:15:39,Björn Rasmusson,150,430,Make DataTable independent of the Pretty formatter.
03e8163,2018-07-13 23:15:53,Björn Rasmusson,150,430,"Let the Pretty Formatter use events.

A few behavioral changes are introduced:
* the step preceding "
0377bf3,2018-07-13 23:17:35,Björn Rasmusson,150,444,Remove the legacy_api.
33632fc,2018-07-16 16:27:18,Björn Rasmusson,150,444,Merge together #1305 and #1306
9b28e97,2018-07-16 16:35:03,Björn Rasmusson,150,430,"Remove the --json-pretty formatter option.

The --json-pretty formatter was the same as the --json f"
77ae250,2018-07-16 16:42:52,Björn Rasmusson,149,430,"Merge #1305 and #1306. Remove the --json-pretty fromatter.

Also update the Changelog.md"
5158d5b,2018-07-16 16:49:23,Björn Rasmusson,150,430,Merge #1230 'Remove the legacy_api'. Update Changelog.md.
ae7c322,2018-07-24 08:28:31,Jayson Smith,150,430,Update rubocop todo file and update gem version
22c4f13,2018-07-24 08:40:22,Jayson Smith,150,430,AF Layout/ClosingHeredocIndentation OC: 28
f0ef47d,2018-07-24 08:41:30,Jayson Smith,150,430,AF Layout/ClosingParenthesisIndentation OC: 2
3497887,2018-07-24 08:42:55,Jayson Smith,149,430,AF Layout/SpaceInsideHashLiteralBraces OC: 70
752071e,2018-07-24 08:44:27,Jayson Smith,149,430,AF Layout/SpaceInsideParens OC: 120
181c490,2018-07-24 08:45:31,Jayson Smith,149,430,AF Layout/SpaceInsidePercentLiteralDelimiters OC: 9
6af1017,2018-07-24 08:46:17,Jayson Smith,149,430,AF Layout/SpaceInsideReferenceBrackets OC: 1
73c5bbd,2018-07-24 09:23:54,Jayson Smith,149,431,fix linter cops
e34eff9,2018-07-24 09:27:44,Jayson Smith,149,431,Auto fix some performance cops
08b8cb3,2018-07-24 09:33:10,Jayson Smith,149,431,Mostly Auto Fix some Style cops
d614c2e,2018-07-24 09:40:54,Jayson Smith,149,431,Fix Style/EmptyLiteral
f024c83,2018-07-24 09:42:11,Jayson Smith,149,431,Auto fix Style/EmptyMethod
197c552,2018-07-24 09:43:49,Jayson Smith,149,430,Auto fix Style/Encoding
f12572c,2018-07-24 09:46:29,Jayson Smith,149,431,Auto Fix hash style and Style/ExpandPathArguments
d4e7eb8,2018-07-24 09:47:58,Jayson Smith,149,431,AF Style/IfUnlessModifier OC: 30
0fc4ad2,2018-07-24 20:10:31,Jayson Smith,149,431,Handle a number of style cops
25c54c9,2018-07-24 20:13:07,Jayson Smith,149,431,AF Style/NegatedIf OC:2
a28d5f6,2018-07-24 20:14:36,Jayson Smith,149,431,AF Style/NestedParenthesizedCalls OC:2
91a7d86,2018-07-24 20:15:55,Jayson Smith,149,439,AF Style/Next OC:9
7352e6c,2018-07-24 20:17:24,Jayson Smith,149,439,AF Style/Not OC:1
7be5dc4,2018-07-24 20:19:22,Jayson Smith,149,439,AF Style/NumericLiterals OC:3
da2009d,2018-07-24 20:22:00,Jayson Smith,149,439,AF Style/NumericPredicate OC:2
720640f,2018-07-24 20:28:53,Jayson Smith,149,439,AF Style/PerlBackrefs OC:8
099eb0c,2018-07-24 20:32:24,Jayson Smith,149,439,Inline disable Security/YAMLLoad OC:1
cdb552c,2018-07-24 20:34:57,Jayson Smith,149,439,Fix Style/MultilineIfThen OC:3
d35071e,2018-07-24 20:36:20,Jayson Smith,149,431,AF Style/ParallelAssignment OC:21
5699b58,2018-07-24 20:37:27,Jayson Smith,149,431,AF Style/PercentLiteralDelimiters OC:215
f3bfc17,2018-07-24 20:39:08,Jayson Smith,149,431,AF Style/Proc OC:3
c44b6bc,2018-07-24 20:42:33,Jayson Smith,149,431,AF 9 & Disable 1 Style/Proc OC:10
01e73a0,2018-07-24 20:43:43,Jayson Smith,149,431,AF Style/RedundantBegin OC:7
17749e7,2018-07-24 20:44:40,Jayson Smith,149,431,AF Style/RedundantReturn OC:12
bc7e92b,2018-07-24 20:46:30,Jayson Smith,149,431,AF Style/RedundantSelf OC:22
4ac3355,2018-07-25 06:16:56,Jayson Smith,149,431,Fix Style/Semicolon OC: 2
efe224f,2018-07-25 06:19:05,Jayson Smith,149,431,AF Style/RedundantException OC: 1
0024516,2018-07-25 07:20:51,Jayson Smith,149,438,Fix Style/RegexpLiteral
7949e3b,2018-07-25 07:24:32,Jayson Smith,149,438,AF Style/RescueModifier OC:4
5a0c6c3,2018-07-25 07:25:34,Jayson Smith,149,431,AF Style/RescueStandardError OC:2
e116fad,2018-07-25 08:03:59,Jayson Smith,149,431,AF Style/SignalException OC:4
ad65602,2018-07-25 08:05:22,Jayson Smith,149,431,AF Style/SingleLineMethods OC: 1
d513a38,2018-07-25 08:07:25,Jayson Smith,149,433,AF Style/SpecialGlobalVars OC: 91
34491a0,2018-07-25 08:08:54,Jayson Smith,149,434,AF Style/StringLiterals OC:10
7c6d689,2018-07-25 08:09:59,Jayson Smith,149,434,AF Style/StringLiteralsInInterpolation OC:15
1adfe63,2018-07-25 08:13:25,Jayson Smith,149,434,AF Style/SymbolArray OC:4
8a92e71,2018-07-25 08:17:27,Jayson Smith,149,434,AF Style/TernaryParentheses OC:2
09b3fe0,2018-07-25 08:18:48,Jayson Smith,149,434,AF Style/UnneededCondition OC: 2
51cd312,2018-07-25 08:24:01,Jayson Smith,149,434,Fix Naming/AccessorMethodName & Style/MultilineTernaryOperator
e942929,2018-07-25 08:46:02,Jayson Smith,149,434,Fix Style/MultilineBlockChain
aaafcbc,2018-07-25 08:48:54,Jayson Smith,149,434,Disable Style/MixinUsage for now
05c73bf,2018-07-25 08:52:26,Jayson Smith,149,434,Fix Naming/BinaryOperatorParameterName
ebfa744,2018-07-25 08:54:57,Jayson Smith,149,434,Fix Naming/HeredocDelimiterNaming
2ccb303,2018-07-25 09:04:22,Jayson Smith,149,434,Fix Naming/MemoizedInstanceVariableName
46bf19d,2018-07-25 09:09:07,Jayson Smith,149,434,Enable Naming/MethodName and exclude some cases
ebd4f95,2018-07-25 09:15:10,Jayson Smith,149,434,Fix Naming/PredicateName
5ba43d5,2018-07-25 09:32:01,Jayson Smith,149,441,Fix Naming/UncommunicativeMethodParamName
0611289,2018-07-25 09:33:33,Jayson Smith,149,441,Fix Performance/Caller
8886466,2018-07-25 19:57:30,Jayson Smith,149,441,Inline disable Security/Open OC:1
ec0ac9f,2018-07-25 20:20:26,Jayson Smith,149,441,Create exceptions for Naming/VariableNumber & Style/AccessModifierDeclarations
8a7baae,2018-07-25 20:35:57,Björn Rasmusson,149,440,"Adapt to using the Gherkin compiler and Pickles in the core

Notable consequences:
* Test Step does "
558a89f,2018-07-25 20:37:45,Björn Rasmusson,149,440,"Pass the registry to the Wire plugin.

Also, the class StepArgument is only used in the Wire plugin,"
c5a39fd,2018-07-25 20:50:38,Jayson Smith,149,441,Fix Style/CaseEquality
b36e393,2018-07-25 20:52:19,Jayson Smith,149,441,Fix Style/CommentedKeyword
3c23261,2018-07-25 20:53:16,Jayson Smith,149,441,Move Disabled Style/Documentation to rubocop.yml
4f5f39e,2018-07-25 20:54:31,Jayson Smith,149,441,Fix Style/DoubleNegation
7f75e6e,2018-07-25 21:08:26,Jayson Smith,149,441,Fix Style/FormatStringToken
a7cf45c,2018-07-26 19:37:29,Björn Rasmusson,149,440,"Merge #1309 'Adapt to using the Gherkin compiler and Pickles in the core'

Also update Changelog.md "
486e4fe,2018-07-26 19:45:37,Björn Rasmusson,149,447,"Only apply before and after hooks to test cases with test steps

Also mark the iso-8859-1.feature as"
7b98250,2018-07-26 19:47:36,Björn Rasmusson,149,447,"Merge #1311 'Do not apply Hooks to Test Cases with no Test Steps'

Also update Changelog.md."
712b3f4,2018-07-26 19:47:54,Björn Rasmusson,149,447,"Do not include flaky scenarios in rerun output unless strict

Only with the --strict-flaky options, "
a48f07f,2018-07-26 19:49:49,Björn Rasmusson,149,447,"Merge #1310 'Let the Rerun Formatter handle flaky scenarios'

Also update Changelog.md."
b682979,2018-07-27 06:00:52,Jayson Smith,149,441,Fix Style/GlobalVars
e5fc4b6,2018-07-27 06:03:55,Jayson Smith,149,441,Fix Style/IfInsideElse
7f43c95,2018-07-27 07:07:13,Jayson Smith,149,441,Fix Style/GuardClause
c69d9f0,2018-07-27 08:19:13,Jayson Smith,149,447,Merge master
59311e4,2018-07-27 08:23:21,Jayson Smith,149,447,Disable Security/Eval around the two current uses
4fe7b9d,2018-07-27 09:12:15,Jayson Smith,149,447,Fix Style/MethodMissingSuper & Style/MissingRespondToMissing
0575f17,2018-07-27 09:26:08,Jayson Smith,149,447,Fix Style/EvalWithLocation
06b3932,2018-07-27 09:40:16,Jayson Smith,149,447,Handle Metrics/BlockLength
56f834a,2018-07-27 09:44:10,Jayson Smith,149,447,Reorganize rubocop file
31d393f,2018-07-27 09:53:10,Jayson Smith,149,447,Adjust Metrics/AbcSize
7e801d4,2018-07-27 10:12:27,Jayson Smith,149,447,Move ClassLength & Metrics/CyclomaticComplexity
2258825,2018-07-27 10:27:30,Jayson Smith,149,447,Update Metrics/LineLength
07d9d31,2018-07-27 10:28:36,Jayson Smith,149,447,Regenerate todo
bdea801,2018-07-27 10:31:32,Jayson Smith,149,447,Update Metrics/ModuleLength
cd587b4,2018-07-27 11:07:04,Jayson Smith,149,447,"Handle Metrics/PerceivedComplexity
- Disabled inline for formatters as they'll be gone soon enough"
cb5be4b,2018-07-27 11:16:13,Jayson Smith,149,447,Handle Metrics/MethodLength & Rubocop TODO Finished
00d55e1,2018-08-01 00:35:22,Björn Rasmusson,149,447,"Do not use string#match? as it only exist in >= Ruby v2.4

Use string#match instead."
e8496e6,2018-08-01 17:34:07,Björn Rasmusson,149,446,Remove @wip from the test_case_started_event feature
88b37a2,2018-08-02 20:22:15,Björn Rasmusson,149,453,"Remove the support of old style tag expressions.

Remove the support for ""~"" and "","" in tag expressi"
7adacf4,2018-08-05 09:05:15,Jayson Smith,149,446,CHANGELOG update: Remove old style entries and add single recent entry
23a306f,2018-08-05 16:59:15,Björn Rasmusson,149,453,"Merge #1314 'Remove the support of old style tag expressions'

Also update Changelog.md."
94d5d44,2018-08-08 22:42:51,Björn Rasmusson,149,453,"Add #1183 to Changelog.md

[SKIP_CI]"
a85672c,2018-08-10 14:55:00,Koichi ITO,149,453,"Deprecate safe_level of ERB.new in Ruby 2.6 (#1301)

* Deprecate safe_level of ERB.new in Ruby 2.6
"
04c4f3d,2018-09-15 19:29:14,Koichi ITO,149,453,"Use secure protocol when running `bundle install`

This PR suppresses the following warnings.

```co"
986264f,2018-09-17 00:21:30,Koichi ITO,149,453,"Merge pull request #1318 from koic/use_secure_protocol_when_running_bundle_install

Use secure proto"
